# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   tau = Ratio of fluence to peak flux, tau
#   taue = Uncertainty on tau
#   rad = Blackbody normalisation at burst peak
#   rade = Uncertainty on blackbody normalisation at burst peak
#   instr = Instrument label
#   bfluen = Bolometric fluence (integrated bolometric flux), E_b
#   bfluene = Uncertainty on bolometric fluence
#   rexp = Photospheric radius-expansion flag
#   rise = Burst rise time
#   risee = Error on burst rise
#   sflag = Data quality/analysis flags
#   bnum = Order of the event within the observation
#   edt = Decay constant for exponential fit to profile
#   edte = Error on decay constant
#   hc = Hard colour
#   obsid = Observation ID
#   id = Entry value for RXTE IDL database (internal use only)
#   nh = Absorption column density for blackbody fit
#   nhe = Uncertainty on absorption column density
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   xref = Burst ID in external catalog (G08 or C17)
#   angle = Angle between the source position and pointing axis
#   s_z = Position on the colour-colour diagram, S_Z
#   pcount = Peak count rate
#   pcounte = 1-sigma error on peak count rate
#   ra = R.A. of origin, where known [decimal hours, J2000]
#   baryshift = Add to time to get the arrival time at SS barycentre
#   dur = Burst duration
#   dure = Uncertainty on burst duration
#   type = Burst type (1=thermonuclear, 2=accretion instability, 3=superburst, 4
#   entry_obs = MINBAR observation ID in which this burst falls
#   added = Date burst added [dd-mm-yyy]
#   bc = Bolometric correction adopted for persistent flux
#   bce = Uncertainty on bolometric correction
#   kt = Blackbody temperature kT at burst peak
#   kte = Uncertainty on blackbody temperature kT at burst peak
#   flag = Numeric flag for analysis conditions
#   fluen = Integrated photon flux
#   fluene = Uncertainty on integrated photon flux
#   alpha = Ratio of integrated persistent flux to burst fluence, alpha
#   alphae = Uncertainty on alpha
#   tdel = Time since previous burst from this source
#   mult = Number of MINBAR instruments which detected this event [1,2]
#   pflux = Peak photon flux
#   pfluxe = Uncertainty on peak photon flux
#   name = Likely burst origin
#   vigcorr = Vignetting correction factor
#   trec = Inferred recurrence time
#   perflx = Persistent 3-25 keV flux prior to the burst, F_per
#   perflxe = Uncertainty on persistent flux
#   refs = References for this burst
#   refs = References for this burst
#   time = Burst start time (MJD UT)
#   sc = Soft colour
#   entry = Entry or Record Number
#   dec = Dec of origin, where known [decimal degrees, J2000]
#   gamma = Ratio of persistent flux to peak PRE burst flux, gamma
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"type"	"tau"	"taue"	"rad"	"rade"	"instr"	"bfluen"	"bfluene"	"rexp"	"rise"	"risee"	"sflag"	"bnum"	"edt"	"edte"	"hc"	"obsid"	"id"	"nh"	"nhe"	"bpflux"	"bpfluxe"	"xref"	"angle"	"s_z"	"pcount"	"pcounte"	"ra"	"baryshift"	"dur"	"dure"	"type"	"entry_obs"	"added"	"bc"	"bce"	"kt"	"kte"	"flag"	"fluen"	"fluene"	"alpha"	"alphae"	"tdel"	"mult"	"pflux"	"pfluxe"	"name"	"vigcorr"	"trec"	"perflx"	"perflxe"	"refs"	"refs"	"time"	"sc"	"entry"	"dec"	"gamma"
"4U 1735-444"	51089.13880	SW1	1	1.7	0.8	21.0	8.1	SW1	0.0415	0.0139	1.67	1.60	1.00	-	3	3.0	1.067	0.819	5470	0	0.14	0.00	27.89	9.35	0	660.40	0.000	2.8	0.6	17.6495	0.0	8.9	3.9	1	6997	7-09-2010	0.000	0.000	1.34	0.26	0	8.419	2.712	0.0	0.0	15.7	1	2.02	0.49	"4U 1735-444"	0.388	0.0	3.120	0.994	-	-	51089.13880	0.477	2047	-44.450	0.2024	
"4U 1735-444"	51089.26049	SW1	1	2.3	1.0	12.5	4.3	SW1	0.0616	0.0203	1.68	2.60	1.00	-	4	3.0	0.872	0.819	5470	0	0.14	0.00	30.71	10.14	0	660.40	0.000	2.9	0.6	17.6495	0.0	9.2	2.8	1	6997	7-09-2010	0.000	0.000	1.81	0.34	0	8.314	1.577	0.0	0.0	2.9	1	2.36	0.56	"4U 1735-444"	0.388	0.0	3.120	0.994	-	-	51089.26049	0.477	2048	-44.450	0.2024	
"KS 1731-260"	51089.38478	XPl	1	17.5	0.6	8.8	0.3	XPl	0.5676	0.0024	1.00	5.00	0.17	-	1	11.9	0.090	0.753	30061-01-02-03	213	1.30	-1.00	32.58	1.15	5	0.40	1.354	2612.1	54.1	17.5704	0.0	43.7	1.3	1	15635	16-12-2010	1.400	0.000	2.50	0.05	0	35.072	0.403	37.1	0.2	19.2	1	1.75	0.02	"KS 1731-260"	0.994	3.2	1.306	0.003	55,3	55,3	51089.38478	0.598	2432	-26.089	0.0652	
"4U 1735-444"	51089.39412	SW1	1	2.8	2.0	2.7	1.0	SW1	0.2049	0.1264	1.49	1.60	1.00	-	5	65.1	25.760	0.819	5470	0	0.14	0.00	107.22	66.14	0	660.40	0.000	2.2	0.5	17.6495	0.0	108.3	44.2	1	6997	7-09-2010	0.000	0.000	4.57	1.17	0	29.770	13.218	0.0	0.0	3.2	1	1.79	0.46	"4U 1735-444"	0.388	0.0	3.120	0.997	-	-	51089.39412	0.477	2049	-44.450	0.2024	
"GX 3+1"	51091.52813	SW2	1	3.0	1.3	5.3	1.7	SW2	0.1481	0.0303	1.67	1.60	1.00	-	1	1.7	0.507	0.373	5506	0	1.59	0.00	60.77	24.53	0	145.53	0.000	3.0	0.4	17.7989	0.0	6.1	2.2	1	9112	7-09-2010	0.000	0.000	3.68	0.71	0	7.831	1.824	0.0	0.0	83.5	1	2.45	0.42	"GX 3+1"	0.873	0.0	4.131	0.036	19,66	19,66	51091.52813	0.608	464	-26.564	0.1784	
"4U 1820-303"	51091.53127	SW2	1	5.9	1.9	8.7	2.3	SW2	0.2730	0.0378	2.00	3.30	1.00	-	2	4.5	0.952	0.828	5506	0	0.16	0.00	51.43	14.95	0	488.77	0.000	4.3	0.7	18.3946	0.0	15.1	3.8	1	12892	7-09-2010	0.000	0.000	2.61	0.40	0	25.943	4.895	0.0	0.0	798.0	1	3.83	0.65	"4U 1820-303"	0.564	0.0	2.914	1.874	19	19	51091.53127	0.481	1661	-30.361	0.1079	
"KS 1741-293"	51091.53224	SW2	1	4.7	2.0	14.0	5.2	SW2	0.1295	0.0385	1.20	2.40	1.00	-	3	7.7	2.417	0.286	5506	0	33.00	0.00	30.66	9.11	0	33.60	0.000	0.9	0.3	17.7489	0.0	24.4	9.0	1	7526	7-09-2010	0.000	0.000	1.81	0.28	0	8.435	3.001	0.0	0.0	97.5	1	0.85	0.30	"KS 1741-293"	0.962	0.0	0.173	0.040	-	-	51091.53224	4.080	2101	-29.352	0.0000	
"KS 1731-260"	51091.53919	SW2	1	14.6	2.8	13.3	2.3	SW2	0.5646	0.0648	1.41	3.10	1.00	-	4	12.9	2.227	0.815	5506	0	1.30	0.00	40.26	6.55	0	240.10	1.208	2.8	0.5	17.5704	0.0	37.2	7.4	1	6491	7-09-2010	1.400	0.000	2.10	0.19	0	34.818	6.409	43.5	27.4	51.7	1	2.79	0.51	"KS 1731-260"	0.746	3.2	1.162	1.062	19	19	51091.53919	0.637	587	-26.089	0.0582	
"4U 1702-429"	51091.55061	SW2	1	10.9	5.0	18.7	8.7	SW2	0.3676	0.0980	1.70	9.30	1.00	-	5	5.0	2.137	0.703	5506	0	1.87	0.00	40.22	15.97	0	974.60	1.330	4.3	1.3	17.1043	0.0	19.1	9.4	1	3098	7-09-2010	0.000	0.000	1.65	0.39	0	30.046	11.193	0.0	0.0	103.0	1	3.49	1.24	"4U 1702-429"	0.180	0.0	1.034	0.109	19	19	51091.55061	0.620	1392	-43.036	0.0255	
"GS 1826-24"	51091.56156	SW2	1	25.8	5.5	9.9	1.6	SW2	0.8879	0.1201	1.00	16.10	1.00	-	6	62.9	11.778	0.969	5506	0	0.40	0.00	35.63	5.84	0	652.70	0.000	2.5	0.7	18.4912	0.0	142.7	28.0	1	13143	7-09-2010	0.000	0.000	2.02	0.19	0	72.812	13.639	0.0	0.0	80.4	1	2.19	0.56	"GS 1826-24"	0.401	0.0	1.014	0.548	19,101,102	19,101,102	51091.56156	0.549	1133	-23.791	0.0666	
"4U 1728-34"	51091.60504	SW2	1	2.8	1.1	8.0	2.6	SW2	0.0903	0.0265	1.44	3.50	1.00	-	7	12.4	6.185	0.652	5506	0	2.60	0.00	36.61	10.75	0	347.45	1.512	2.2	0.5	17.5326	0.0	24.1	15.9	1	5955	7-09-2010	0.000	0.000	2.40	0.40	0	11.144	5.306	0.0	0.0	80.1	1	1.83	0.47	"4U 1728-34"	0.650	0.0	5.042	0.051	19	19	51091.60504	0.695	218	-33.835	0.1210	
"4U 1820-303"	51091.68076	SW2	1	2.4	0.9	10.1	2.7	SW2	0.1610	0.0337	2.00	2.40	1.00	-	8	3.8	0.812	0.828	5506	0	0.16	0.00	75.78	24.10	0	488.77	0.000	3.1	0.6	18.3946	0.0	16.5	3.9	1	12892	7-09-2010	1.400	0.000	2.55	0.41	0	17.931	4.910	366.8	206.0	3.6	1	2.90	0.67	"4U 1820-303"	0.564	3.6	2.914	1.869	19	19	51091.68076	0.481	1662	-30.361	0.1079	
"4U 1728-34"	51091.85898	SW2	1	6.2	1.3	13.7	2.2	SW2	0.3265	0.0422	1.91	2.20	1.00	-	9	3.7	0.783	0.652	5506	0	2.60	0.00	54.19	8.61	0	347.45	1.512	3.5	0.6	17.5326	0.0	13.2	3.0	1	5955	7-09-2010	0.000	0.000	2.19	0.20	0	21.212	3.818	0.0	0.0	6.1	1	3.28	0.56	"4U 1728-34"	0.650	0.0	5.042	0.049	19	19	51091.85898	0.695	219	-33.835	0.1210	
"KS 1731-260"	51091.89068	SW2	1	10.4	1.8	7.8	1.2	SW2	0.5640	0.0578	1.60	2.20	1.00	-	10	11.7	1.725	0.815	5506	0	1.30	0.00	55.87	8.03	0	240.10	1.208	3.4	0.5	17.5704	0.0	34.7	5.3	1	6491	7-09-2010	1.400	0.000	2.73	0.24	0	37.439	5.881	35.2	22.4	8.4	1	3.09	0.52	"KS 1731-260"	0.746	2.8	1.162	1.057	19	19	51091.89068	0.637	588	-26.089	0.0582	
"4U 1728-34"	51091.96202	SW2	1	5.4	1.0	8.5	1.2	SW2	0.4354	0.0498	1.71	2.40	1.00	-	11	53.9	8.750	0.652	5506	0	2.60	0.00	82.85	12.62	0	347.45	1.512	4.4	0.6	17.5326	0.0	25.2	8.0	1	5955	7-09-2010	0.000	0.000	2.88	0.25	0	64.544	10.637	0.0	0.0	2.5	1	3.98	0.57	"4U 1728-34"	0.650	0.0	5.042	0.051	19	19	51091.96202	0.695	220	-33.835	0.1210	
"4U 1820-303"	51091.99634	SW2	1	5.4	1.1	17.2	2.7	SW2	0.3075	0.0425	2.00	2.20	1.00	-	12	4.0	1.142	0.828	5506	0	0.16	0.00	59.15	9.30	0	488.77	0.000	4.2	0.7	18.3946	0.0	13.4	4.2	1	12892	7-09-2010	1.400	0.000	1.98	0.17	0	22.740	4.627	206.5	110.6	7.6	1	3.65	0.63	"4U 1820-303"	0.564	3.8	2.914	1.880	19	19	51091.99634	0.481	1663	-30.361	0.1079	
"KS 1741-293"	51092.06785	SW2	1	5.5	0.9	13.5	2.3	SW2	0.3130	0.0370	1.43	6.70	1.00	-	13	3.6	1.313	0.286	5506	0	33.00	0.00	58.31	6.89	0	33.60	0.000	1.6	0.3	17.7489	0.0	15.0	7.0	1	7526	7-09-2010	0.000	0.000	2.13	0.16	0	13.515	3.689	0.0	0.0	12.9	1	1.61	0.34	"KS 1741-293"	0.962	0.0	0.173	0.041	-	-	51092.06785	4.080	2102	-29.352	0.0000	
"4U 1728-34"	51092.06960	SW2	1	4.5	1.5	10.6	3.0	SW2	0.3807	0.0497	1.92	4.20	1.00	-	14	3.5	0.645	0.652	5506	0	2.60	0.00	96.98	30.40	0	347.45	1.512	4.1	0.5	17.5326	0.0	12.9	2.9	1	5955	7-09-2010	0.000	0.000	2.65	0.44	0	24.140	3.791	0.0	0.0	2.6	1	3.63	0.52	"4U 1728-34"	0.650	0.0	5.042	0.051	19	19	51092.06960	0.695	221	-33.835	0.1210	
"KS 1731-260"	51092.14549	SW2	1	10.3	1.8	7.2	1.1	SW2	0.5473	0.0562	2.00	3.20	1.00	-	15	13.9	2.047	0.815	5506	0	1.30	0.00	54.99	7.77	0	240.10	1.208	2.8	0.5	17.5704	0.0	45.3	6.8	1	6491	7-09-2010	1.400	0.000	2.79	0.23	0	39.169	6.849	39.5	25.7	6.1	2	2.59	0.51	"KS 1731-260"	0.746	3.1	1.162	1.063	19	19	51092.14549	0.637	589	-26.089	0.0582	
"KS 1731-260"	51092.14550	XPa	1	15.4	0.4	9.8	0.3	XPa	0.6546	0.0031	3.00	3.00	0.07	-	1	9.8	0.128	0.774	30061-01-02-06	214	1.30	-1.00	42.77	1.23	6	0.40	1.385	3285.0	54.1	17.5704	0.0	38.0	1.2	1	15640	16-12-2010	1.400	0.000	2.53	0.04	0	38.590	0.401	32.9	0.2	6.1	2	2.16	0.02	"KS 1731-260"	0.994	3.1	1.398	0.002	55,3	55,3	51092.14550	0.605	2433	-26.089	0.0698	
"4U 1728-34"	51092.15695	SW2	1	5.4	1.0	8.7	1.4	SW2	0.4011	0.0449	1.92	4.50	1.00	-	16	3.2	0.845	0.652	5506	0	2.60	0.00	77.24	12.53	0	347.45	1.512	4.9	0.6	17.5326	0.0	12.4	4.1	1	5955	7-09-2010	0.000	0.000	2.71	0.24	0	20.525	4.404	0.0	0.0	2.1	1	3.95	0.53	"4U 1728-34"	0.650	0.0	5.042	0.051	19	19	51092.15695	0.695	222	-33.835	0.1210	
"4U 1820-303"	51092.15754	SW2	1	2.2	0.7	12.7	3.1	SW2	0.2531	0.0453	2.00	2.70	1.00	-	17	5.9	1.621	0.828	5506	0	0.16	0.00	127.88	34.55	0	488.77	0.000	3.9	0.6	18.3946	0.0	17.4	5.7	1	12892	7-09-2010	1.400	0.000	2.36	0.34	0	21.719	5.437	252.2	140.3	3.9	1	3.76	0.61	"4U 1820-303"	0.564	3.9	2.914	1.865	19	19	51092.15754	0.481	1664	-30.361	0.1079	
"GX 3+1"	51092.20554	SW2	1	1.9	0.8	30.7	13.0	SW2	0.0363	0.0110	1.56	1.40	1.00	-	18	4.1	2.066	0.373	5506	0	1.59	0.00	21.67	6.58	0	145.53	0.000	2.4	0.4	17.7989	0.0	9.8	5.6	1	9112	7-09-2010	0.000	0.000	1.13	0.22	0	6.162	2.572	0.0	0.0	16.3	1	1.94	0.40	"GX 3+1"	0.873	0.0	4.131	0.035	19,66	19,66	51092.20554	0.608	465	-26.564	0.1784	
"1A 1742-294"	51092.20702	SW2	1	4.0	1.2	5.7	1.5	SW2	0.1822	0.0217	1.28	3.50	1.00	-	19	4.2	1.351	0.728	5506	0	1.16	0.00	50.95	14.79	0	33.63	0.000	1.9	0.3	17.7682	0.0	14.6	5.8	1	8049	7-09-2010	0.000	0.000	3.10	0.48	0	11.491	2.639	0.0	0.0	96.0	1	1.68	0.28	"1A 1742-294"	0.968	0.0	0.603	0.236	19	19	51092.20702	1.105	918	-29.515	0.0341	
"KS 1731-260"	51092.27179	SW2	1	11.4	2.3	10.2	1.6	SW2	0.5175	0.0699	1.42	1.30	1.00	-	20	13.3	2.118	0.815	5506	0	1.30	0.00	46.97	7.03	0	240.10	1.208	2.8	0.5	17.5704	0.0	39.5	6.4	1	6491	7-09-2010	1.400	0.000	2.28	0.19	0	34.104	5.952	41.4	26.5	3.0	1	2.44	0.52	"KS 1731-260"	0.746	3.0	1.162	1.060	19	19	51092.27179	0.637	590	-26.089	0.0582	
"GS 1826-24"	51092.28591	SW2	1	23.0	4.6	10.1	1.6	SW2	0.8537	0.1081	1.00	7.30	1.00	-	21	52.9	10.730	0.969	5506	0	0.40	0.00	38.37	5.91	0	652.70	0.000	2.5	0.7	18.4912	0.0	133.8	29.5	1	13143	7-09-2010	0.000	0.000	2.09	0.19	0	74.253	16.710	0.0	0.0	17.4	1	2.12	0.60	"GS 1826-24"	0.401	0.0	1.014	0.548	19,101,102	19,101,102	51092.28591	0.549	1134	-23.791	0.0666	
"4U 1728-34"	51092.35093	SW2	1	4.4	0.8	13.0	2.2	SW2	0.4194	0.0442	1.91	1.60	1.00	-	22	4.6	0.576	0.652	5506	0	2.60	0.00	98.09	16.08	0	347.45	1.512	5.2	0.6	17.5326	0.0	15.0	2.4	1	5955	7-09-2010	0.000	0.000	2.29	0.22	0	27.074	3.669	0.0	0.0	4.7	1	4.38	0.54	"4U 1728-34"	0.650	0.0	5.042	0.051	19	19	51092.35093	0.695	223	-33.835	0.1210	
"1A 1742-294"	51092.35182	SW2	1	11.2	5.6	3.2	1.2	SW2	0.1098	0.0409	1.07	11.40	1.00	-	23	17.3	6.927	0.728	5506	0	1.16	0.00	11.63	4.33	0	33.63	0.000	0.7	0.3	17.7682	0.0	43.4	20.0	1	8049	7-09-2010	0.000	0.000	2.44	0.47	0	8.279	3.464	0.0	0.0	3.5	1	0.63	0.22	"1A 1742-294"	0.968	0.0	0.603	0.239	19	19	51092.35182	1.105	919	-29.515	0.0341	
"4U 1702-429"	51092.35421	SW2	1	7.5	5.4	7.7	5.0	SW2	0.1591	0.1099	1.38	0.20	1.00	-	24	5.8	3.117	0.703	5506	0	1.87	0.00	31.70	21.90	0	974.60	1.330	2.2	1.0	17.1043	0.0	14.8	8.3	1	3098	7-09-2010	0.000	0.000	2.38	0.98	0	18.628	9.308	0.0	0.0	19.3	1	3.62	1.30	"4U 1702-429"	0.180	0.0	1.034	0.111	19	19	51092.35421	0.620	1393	-43.036	0.0255	
"KS 1731-260"	51092.39744	SW2	1	12.9	2.4	12.0	1.9	SW2	0.5125	0.0559	1.44	4.10	1.00	-	25	11.4	1.873	0.815	5506	0	1.30	0.00	41.14	6.43	0	240.10	1.208	2.6	0.5	17.5704	0.0	36.7	6.4	1	6491	7-09-2010	1.400	0.000	2.14	0.18	0	35.707	6.277	43.5	27.6	3.0	1	2.53	0.52	"KS 1731-260"	0.746	3.0	1.162	1.065	19	19	51092.39744	0.637	591	-26.089	0.0582	
"4U 1820-303"	51092.46870	SW2	1	3.9	1.3	8.0	2.1	SW2	0.3269	0.0532	2.00	2.20	1.00	-	26	6.4	1.665	0.828	5506	0	0.16	0.00	94.89	29.02	0	488.77	0.000	2.9	0.6	18.3946	0.0	20.0	5.7	1	12892	7-09-2010	1.400	0.000	3.09	0.50	0	22.167	5.490	198.1	113.8	7.5	1	2.82	0.63	"4U 1820-303"	0.564	3.7	2.914	1.877	19	19	51092.46870	0.481	1665	-30.361	0.1079	
"GX 3+1"	51092.53447	SW2	1	6.8	2.0	14.3	4.2	SW2	0.2983	0.0330	1.84	2.80	1.00	-	27	4.2	0.249	0.373	5506	0	1.59	0.00	48.59	12.97	0	145.53	0.000	2.9	0.4	17.7989	0.0	14.6	1.4	1	9112	7-09-2010	0.000	0.000	1.99	0.30	0	18.631	1.332	0.0	0.0	7.9	1	2.70	0.43	"GX 3+1"	0.873	0.0	4.131	0.035	19,66	19,66	51092.53447	0.608	466	-26.564	0.1784	
"GS 1826-24"	51092.53595	SW2	1	20.5	9.2	7.0	2.3	SW2	0.6068	0.1124	1.00	1.30	1.00	-	28	53.3	12.225	0.969	5506	0	0.40	0.00	36.93	15.36	0	652.70	0.000	2.2	0.7	18.4912	0.0	131.8	34.9	1	13143	7-09-2010	0.000	0.000	2.68	0.53	0	60.919	16.416	0.0	0.0	6.0	1	1.79	0.61	"GS 1826-24"	0.401	0.0	1.014	0.549	19,101,102	19,101,102	51092.53595	0.549	1135	-23.791	0.0666	
"4U 1728-34"	51092.58997	SW2	1	8.2	1.7	7.5	1.1	SW2	0.3634	0.0438	1.58	4.70	1.00	-	29	5.8	1.309	0.652	5506	0	2.60	0.00	46.10	7.73	0	347.45	1.512	2.6	0.4	17.5326	0.0	20.9	4.8	1	5955	7-09-2010	0.000	0.000	2.56	0.22	0	15.544	2.991	0.0	0.0	5.7	1	2.04	0.37	"4U 1728-34"	0.650	0.0	5.042	0.049	19	19	51092.58997	0.695	224	-33.835	0.1210	
"1A 1742-294"	51092.60322	SW2	1	1.5	0.8	8.1	3.5	SW2	0.0177	0.0075	1.06	0.00	1.00	-	30	27.3	9.578	0.728	5506	0	1.16	0.00	14.64	6.17	0	33.63	0.000	1.0	0.3	17.7682	0.0	60.9	24.3	1	8049	7-09-2010	0.000	0.000	2.12	0.48	0	9.112	3.962	0.0	0.0	6.0	1	0.68	0.22	"1A 1742-294"	0.968	0.0	0.603	0.245	19	19	51092.60322	1.105	920	-29.515	0.0341	
"4U 1820-303"	51092.63124	SW2	1	8.1	3.1	11.3	3.7	SW2	0.3166	0.0460	2.00	2.90	1.00	-	31	4.0	0.807	0.828	5506	0	0.16	0.00	46.05	16.33	0	488.77	0.000	3.6	0.6	18.3946	0.0	14.4	3.4	1	12892	7-09-2010	1.400	0.000	2.23	0.40	0	19.399	4.072	197.4	110.0	3.9	1	3.10	0.58	"4U 1820-303"	0.564	3.9	2.914	1.865	19	19	51092.63124	0.481	1666	-30.361	0.1079	
"4U 1728-34"	51092.75012	SW2	1	4.8	2.4	14.9	6.3	SW2	0.0772	0.0292	1.57	2.30	1.00	-	1	7.1	3.241	0.635	5507	0	2.60	0.00	19.37	7.33	0	347.49	1.623	2.1	1.3	17.5326	0.0	18.7	10.0	1	5956	7-09-2010	0.000	0.000	1.39	0.31	0	7.910	3.554	0.0	0.0	3.8	1	1.35	0.45	"4U 1728-34"	0.650	0.0	4.734	0.086	19	19	51092.75012	0.671	225	-33.835	0.1139	
"4U 1820-303"	51092.76783	SW2	1	5.2	1.2	8.6	1.3	SW2	0.3216	0.0279	2.00	4.50	1.00	-	2	4.4	0.562	0.844	5507	0	0.16	0.00	65.96	14.42	0	488.78	0.000	3.7	0.4	18.3946	0.0	15.9	2.2	1	12893	7-09-2010	1.400	0.000	2.87	0.29	0	21.604	2.262	140.7	45.3	3.3	1	3.16	0.36	"4U 1820-303"	0.564	3.3	2.711	0.851	19	19	51092.76783	0.487	1667	-30.361	0.1004	
"4U 1728-34"	51092.83220	SW2	1	3.3	0.6	9.5	1.4	SW2	0.3181	0.0384	1.89	2.60	1.00	-	3	3.1	0.989	0.635	5507	0	2.60	0.00	101.39	15.74	0	347.49	1.623	4.8	0.5	17.5326	0.0	9.5	3.8	1	5956	7-09-2010	0.000	0.000	2.83	0.25	0	16.881	3.195	0.0	0.0	2.0	1	3.88	0.49	"4U 1728-34"	0.650	0.0	4.734	0.089	19	19	51092.83220	0.671	226	-33.835	0.1139	
"4U 1728-34"	51092.94282	SW2	1	4.2	1.0	10.8	1.7	SW2	0.2042	0.0329	1.72	2.10	1.00	-	4	2.6	0.540	0.635	5507	0	2.60	0.00	50.79	8.18	0	347.49	1.623	3.2	0.5	17.5326	0.0	10.3	2.5	1	5956	7-09-2010	0.000	0.000	2.39	0.21	0	14.550	2.927	0.0	0.0	2.7	1	2.66	0.47	"4U 1728-34"	0.650	0.0	4.734	0.089	19	19	51092.94282	0.671	227	-33.835	0.1139	
"GS 1826-24"	51093.03479	SW2	1	20.0	4.3	9.7	1.5	SW2	0.7742	0.0717	1.00	11.00	1.00	-	5	24.4	2.315	0.000	5507	0	0.40	0.00	40.88	8.10	0	652.68	0.000	2.5	0.4	18.4912	0.0	74.6	7.1	1	13144	7-09-2010	0.000	0.000	2.33	0.22	0	39.700	4.101	0.0	0.0	12.0	1	1.70	0.30	"GS 1826-24"	0.401	0.0	0.765	0.435	19,101,102	19,101,102	51093.03479	0.000	1136	-23.791	0.0484	
"4U 1702-429"	51093.07394	SW2	1	6.8	2.9	13.8	4.5	SW2	0.3419	0.1074	1.53	1.40	1.00	-	6	5.9	3.189	0.000	5507	0	1.87	0.00	57.48	18.05	0	974.60	0.000	3.5	1.3	17.1043	0.0	15.7	9.4	1	3099	7-09-2010	0.000	0.000	1.96	0.37	0	22.195	10.498	0.0	0.0	17.3	1	4.48	1.30	"4U 1702-429"	0.180	0.0	0.716	0.151	19	19	51093.07394	0.000	1394	-43.036	0.0244	
"4U 1812-12"	51093.07539	SW2	1	17.0	3.5	22.5	3.7	SW2	2.9731	0.3722	2.00	9.70	1.00	-	7	18.6	3.148	0.000	5507	0	1.55	0.00	181.72	30.49	0	1088.96	0.000	10.8	2.3	18.2517	0.0	56.5	10.0	1	12265	7-09-2010	0.000	0.000	2.08	0.21	0	169.700	28.941	0.0	0.0	147.9	1	8.94	2.07	"4U 1812-12"	0.107	0.0	0.736	0.392	98	98	51093.07539	0.000	1308	-12.096	0.0094	
"EXO 0748-676"	51097.24756	SW2	1	7.5	3.2	8.6	2.5	SW2	0.1750	0.0410	1.00	6.50	1.00	-	1	48.3	16.948	0.000	5555	0	0.80	0.00	27.41	10.36	0	746.92	0.000	1.6	0.4	7.8094	0.0	77.0	28.8	1	583	7-09-2010	0.000	0.000	2.17	0.38	0	22.730	8.000	0.0	0.0	1072.7	1	1.61	0.41	"EXO 0748-676"	0.329	0.0	0.274	0.156	-	-	51097.24756	0.000	1846	-67.753	0.0657	
"EXO 0748-676"	51099.86293	SW1	1	6.7	2.9	5.3	1.7	SW1	0.0922	0.0288	1.00	5.30	1.00	-	1	14.7	4.292	1.140	5581	0	0.80	0.00	15.69	4.90	0	718.13	1.185	1.1	0.3	7.8094	0.0	43.4	16.1	1	584	7-09-2010	0.000	0.000	2.23	0.44	0	11.860	4.830	0.0	0.0	62.8	1	1.08	0.36	"EXO 0748-676"	0.369	0.0	0.355	0.234	-	-	51099.86293	0.640	1847	-67.753	0.1010	
"EXO 0748-676"	51100.15263	SW1	1	14.1	6.1	4.8	1.4	SW1	0.3101	0.0660	1.00	9.60	1.00	-	1	12.8	4.399	0.000	5585	0	0.80	0.00	26.56	10.45	0	719.92	0.000	1.2	0.3	7.8094	0.0	39.8	15.5	1	586	7-09-2010	0.000	0.000	2.80	0.57	0	12.805	4.435	0.0	0.0	7.0	1	1.07	0.29	"EXO 0748-676"	0.366	0.0	0.321	0.264	-	-	51100.15263	0.000	1848	-67.753	0.0517	
"EXO 0748-676"	51102.54956	SW2	1	15.7	3.3	7.3	1.3	SW2	0.2739	0.0248	1.00	8.60	1.00	-	1	24.9	3.458	0.923	5604	0	0.80	0.00	18.33	3.51	0	148.12	1.377	0.8	0.2	7.8094	0.0	72.1	10.8	1	589	7-09-2010	0.000	0.000	1.99	0.20	0	14.945	2.274	0.0	0.0	57.5	1	0.67	0.14	"EXO 0748-676"	0.877	0.0	0.292	0.153	-	-	51102.54956	0.559	1849	-67.753	0.0808	
